L,alfa,n,m,Estimator,MSE,Bias,mean_sesgo,min_mean_sesgo
2,-3,81,14,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,14,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,14,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,15,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,15,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,15,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,15,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,16,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,16,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,16,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,16,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,17,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,17,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,17,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,17,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,18,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,18,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,18,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,18,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,19,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,19,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,19,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,19,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,20,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,20,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,20,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,20,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,21,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,21,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,21,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,21,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,22,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,22,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,22,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,22,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,23,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,23,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,23,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,23,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,24,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,24,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,24,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,24,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,25,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,25,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,25,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,25,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,26,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,26,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,26,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,26,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,27,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,27,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,27,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,27,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,28,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,28,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,28,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,28,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,29,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,29,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,29,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,29,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,30,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,30,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,30,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,30,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,31,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,31,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,31,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,31,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,32,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,32,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,32,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,32,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,33,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,33,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,33,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,33,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,34,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,34,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,34,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,34,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,35,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,35,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,35,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,35,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,36,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,36,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,36,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,36,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,37,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,37,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,37,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,37,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,38,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,38,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,38,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,38,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,39,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,39,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,39,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,39,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,81,40,HMV.mle,0.028062711,-0.006324894,0.007888768,0.007888768
2,-3,81,40,HMV.mle,0.016285645,-0.007911736,0.007888768,0.007888768
2,-5,81,40,HMV.mle,0.013007029,-0.009667168,0.007888768,0.007888768
2,-8,81,40,HMV.mle,0.010619356,-0.007651274,0.007888768,0.007888768
2,-1.5,121,2,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,2,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,2,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,2,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,3,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,3,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,3,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,3,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,4,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,4,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,4,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,4,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,5,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,5,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,5,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,5,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,6,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,6,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,6,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,6,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,7,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,7,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,7,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,7,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,8,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,8,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,8,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,8,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,9,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,9,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,9,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,9,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,10,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,10,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,10,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,10,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,11,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,11,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,11,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,11,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,12,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,12,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,12,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,12,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,13,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,13,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,13,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,13,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,14,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,14,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,14,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,14,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,15,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,15,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,15,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,15,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,16,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,16,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,16,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,16,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,17,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,17,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,17,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,17,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,18,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,18,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,18,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,18,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,19,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,19,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,19,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,19,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,20,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,20,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,20,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,20,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,21,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
2,-3,121,21,HMV.mle,0.012758621,-0.012283093,0.009939406,0.009939406
2,-5,121,21,HMV.mle,0.009176958,-0.012115631,0.009939406,0.009939406
2,-8,121,21,HMV.mle,0.007398805,-0.009374272,0.009939406,0.009939406
2,-1.5,121,22,HMV.mle,0.019264249,-0.005984628,0.009939406,0.009939406
